"","ID","Group","Response_time","age","sex","Accuracy","Side","Direction","View","Angle","MIQ_item","MIQ_score","RT","Block","Angle_unif","Reject_trial"
"2949","P10","Bimanual",1357.59349999989,29,"Female",0,"Right","Lateral","Dorsal","135",NA,NA,1357.59349999989,4,135,"no"
"2950","P10","Bimanual",1881.34470000023,29,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1881.34470000023,4,135,"no"
"2951","P10","Bimanual",1822.4011999996,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,1822.4011999996,4,45,"no"
"2952","P10","Bimanual",1291.97680000016,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,1291.97680000016,4,45,"no"
"2953","P10","Bimanual",978.473099999974,29,"Female",1,"Left","Up","Palmar","0",NA,NA,978.473099999974,4,0,"no"
"2954","P10","Bimanual",736.139200000252,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,736.139200000252,4,45,"no"
"2955","P10","Bimanual",1429.21709999973,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,1429.21709999973,4,45,"no"
"2956","P10","Bimanual",1264.9894000001,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1264.9894000001,4,90,"no"
"2957","P10","Bimanual",856.523000000379,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,856.523000000379,4,45,"no"
"2958","P10","Bimanual",1618.04799999982,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,1618.04799999982,4,135,"no"
"2959","P10","Bimanual",2911.58270000005,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,2911.58270000005,4,180,"no"
"2960","P10","Bimanual",1112.88659999991,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1112.88659999991,4,135,"no"
"2961","P10","Bimanual",1306.06540000008,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1306.06540000008,4,45,"no"
"2962","P10","Bimanual",1033.31309999976,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,1033.31309999976,4,90,"no"
"2963","P10","Bimanual",1225.45850000006,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,1225.45850000006,4,45,"no"
"2964","P10","Bimanual",1118.20280000029,29,"Female",1,"Right","Lateral","Palmar","90",NA,NA,1118.20280000029,4,90,"no"
"2965","P10","Bimanual",2442.23379999994,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,2442.23379999994,4,90,"no"
"2966","P10","Bimanual",862.162399999761,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,862.162399999761,4,0,"no"
"2967","P10","Bimanual",1456.20260000032,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1456.20260000032,4,135,"no"
"2968","P10","Bimanual",1371.38390000018,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,1371.38390000018,4,0,"no"
"2969","P10","Bimanual",1686.86769999977,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1686.86769999977,4,135,"no"
"2970","P10","Bimanual",1471.48010000001,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1471.48010000001,4,180,"no"
"2971","P10","Bimanual",984.331799999836,29,"Female",0,"Left","Medial","Dorsal","225",NA,NA,984.331799999836,4,135,"no"
"2972","P10","Bimanual",1961.22379999997,29,"Female",1,"Left","Lateral","Palmar","90",NA,NA,1961.22379999997,4,90,"no"
"2973","P10","Bimanual",1427.7176999999,29,"Female",1,"Left","Up","Palmar","0",NA,NA,1427.7176999999,4,0,"no"
"2974","P10","Bimanual",619.268200000079,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,619.268200000079,4,45,"no"
"2975","P10","Bimanual",1307.90400000024,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,1307.90400000024,4,180,"no"
"2976","P10","Bimanual",1821.9723000002,29,"Female",0,"Left","Lateral","Palmar","135",NA,NA,1821.9723000002,4,135,"no"
"2977","P10","Bimanual",2705.32240000011,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,2705.32240000011,4,45,"no"
"2978","P10","Bimanual",1687.62199999992,29,"Female",1,"Right","Lateral","Palmar","90",NA,NA,1687.62199999992,4,90,"no"
"2979","P10","Bimanual",1375.52959999994,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,1375.52959999994,4,135,"no"
"2980","P10","Bimanual",1052.59150000029,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,1052.59150000029,4,90,"no"
"2981","P10","Bimanual",1565.86070000003,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1565.86070000003,4,90,"no"
"2982","P10","Bimanual",1107.60019999998,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,1107.60019999998,4,45,"no"
"2983","P10","Bimanual",930.912299999818,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,930.912299999818,4,90,"no"
"2984","P10","Bimanual",1406.29880000006,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,1406.29880000006,4,135,"no"
"2985","P10","Bimanual",1276.78949999972,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1276.78949999972,4,135,"no"
"2986","P10","Bimanual",1053.6548,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1053.6548,4,135,"no"
"2987","P10","Bimanual",687.934999999925,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,687.934999999925,4,45,"no"
"2988","P10","Bimanual",797.340600000098,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,797.340600000098,4,45,"no"
"2989","P10","Bimanual",1934.24389999973,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1934.24389999973,4,180,"no"
"2990","P10","Bimanual",1347.84690000015,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,1347.84690000015,4,45,"no"
"2991","P10","Bimanual",2583.29879999974,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,2583.29879999974,4,135,"no"
"2992","P10","Bimanual",1046.89430000008,29,"Female",1,"Right","Up","Palmar","0",NA,NA,1046.89430000008,4,0,"no"
"2993","P10","Bimanual",2171.35290000033,29,"Female",1,"Left","Down","Palmar","180",NA,NA,2171.35290000033,4,180,"no"
"2994","P10","Bimanual",1546.53039999994,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1546.53039999994,4,135,"no"
"2995","P10","Bimanual",1057.67490000017,29,"Female",1,"Right","Down","Palmar","180",NA,NA,1057.67490000017,4,180,"no"
"2996","P10","Bimanual",692.487700000129,29,"Female",0,"Left","Lateral","Palmar","45",NA,NA,692.487700000129,4,45,"no"
"2997","P10","Bimanual",928.754499999741,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,928.754499999741,4,90,"no"
"2998","P10","Bimanual",886.85310000028,29,"Female",0,"Left","Lateral","Palmar","90",NA,NA,886.85310000028,4,90,"no"
"2999","P10","Bimanual",1825.16960000021,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1825.16960000021,4,135,"no"
"3000","P10","Bimanual",825.054100000216,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,825.054100000216,4,90,"no"
"3001","P10","Bimanual",1426.17539999992,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,1426.17539999992,4,90,"no"
"3002","P10","Bimanual",589.546800000335,29,"Female",0,"Left","Up","Dorsal","0",NA,NA,589.546800000335,4,0,"no"
"3003","P10","Bimanual",886.707199999819,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,886.707199999819,4,45,"no"
"3004","P10","Bimanual",705.128099999911,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,705.128099999911,4,0,"no"
"3005","P10","Bimanual",1093.7941000002,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1093.7941000002,4,135,"no"
"3006","P10","Bimanual",1346.72740000042,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1346.72740000042,4,180,"no"
"3007","P10","Bimanual",1104.12500000029,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,1104.12500000029,4,45,"no"
"3008","P10","Bimanual",704.133600000205,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,704.133600000205,4,45,"no"
"3009","P10","Bimanual",1080.37610000019,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,1080.37610000019,4,45,"no"
"3010","P10","Bimanual",709.966299999905,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,709.966299999905,4,0,"no"
"3011","P10","Bimanual",1723.82809999999,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,1723.82809999999,4,90,"no"
"3012","P10","Bimanual",1045.98110000006,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,1045.98110000006,4,45,"no"
"3013","P10","Bimanual",1327.71289999982,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,1327.71289999982,4,45,"no"
"3014","P10","Bimanual",1128.56039999997,29,"Female",1,"Right","Lateral","Palmar","90",NA,NA,1128.56039999997,4,90,"no"
"3015","P10","Bimanual",1252.75919999967,29,"Female",1,"Left","Down","Palmar","180",NA,NA,1252.75919999967,4,180,"no"
"3016","P10","Bimanual",2350.05999999976,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,2350.05999999976,4,135,"no"
"3017","P10","Bimanual",2330.88309999994,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,2330.88309999994,4,45,"no"
"3018","P10","Bimanual",839.56199999966,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,839.56199999966,4,90,"no"
"3019","P10","Bimanual",880.435800000214,29,"Female",0,"Left","Lateral","Palmar","90",NA,NA,880.435800000214,4,90,"no"
"3020","P10","Bimanual",2474.46330000002,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,2474.46330000002,4,135,"no"
"3021","P10","Bimanual",1922.68530000001,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,1922.68530000001,4,90,"no"
"3022","P10","Bimanual",1218.18819999999,29,"Female",1,"Left","Up","Palmar","0",NA,NA,1218.18819999999,4,0,"no"
"3023","P10","Bimanual",1673.12160000029,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1673.12160000029,4,135,"no"
"3024","P10","Bimanual",1550.79699999987,29,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1550.79699999987,4,45,"no"
"3025","P10","Bimanual",1591.02419999999,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,1591.02419999999,4,90,"no"
"3026","P10","Bimanual",889.113700000053,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,889.113700000053,4,90,"no"
"3027","P10","Bimanual",1271.64279999988,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,1271.64279999988,4,180,"no"
"3028","P10","Bimanual",1237.66279999973,29,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1237.66279999973,4,135,"no"
"3029","P10","Bimanual",1667.12940000025,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,1667.12940000025,4,45,"no"
"3030","P10","Bimanual",732.835299999806,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,732.835299999806,4,135,"no"
"3031","P10","Bimanual",1452.51430000008,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,1452.51430000008,4,135,"no"
"3032","P10","Bimanual",1434.29820000028,29,"Female",1,"Right","Down","Palmar","180",NA,NA,1434.29820000028,4,180,"no"
"3033","P10","Bimanual",2354.53980000011,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,2354.53980000011,4,135,"no"
"3034","P10","Bimanual",1561.83049999981,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,1561.83049999981,4,0,"no"
"3035","P10","Bimanual",1133.31689999995,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,1133.31689999995,4,90,"no"
"3036","P10","Bimanual",777.596500000072,29,"Female",1,"Right","Up","Palmar","0",NA,NA,777.596500000072,4,0,"no"
"3037","P11","Foot",1167.14589999901,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,1167.14589999901,1,135,"no"
"3038","P11","Foot",1314.81469999926,29,"Female",1,"Left","Lateral","Palmar","90",NA,NA,1314.81469999926,1,90,"no"
"3039","P11","Foot",1135.91509999969,29,"Female",0,"Left","Down","Palmar","180",NA,NA,1135.91509999969,1,180,"no"
"3040","P11","Foot",951.818300000014,29,"Female",1,"Right","Up","Palmar","0",NA,NA,951.818300000014,1,0,"no"
"3041","P11","Foot",732.426599999599,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,732.426599999599,1,135,"no"
"3042","P11","Foot",952.95840000108,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,952.95840000108,1,45,"no"
"3043","P11","Foot",857.473399999435,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,857.473399999435,1,135,"no"
"3044","P11","Foot",564.520200001425,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,564.520200001425,1,0,"no"
"3045","P11","Foot",612.646699999459,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,612.646699999459,1,90,"no"
"3046","P11","Foot",620.794499998738,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,620.794499998738,1,90,"no"
"3047","P11","Foot",1132.19129999925,29,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1132.19129999925,1,45,"no"
"3048","P11","Foot",1245.5936999977,29,"Female",0,"Right","Lateral","Palmar","90",NA,NA,1245.5936999977,1,90,"no"
"3049","P11","Foot",839.183500000217,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,839.183500000217,1,135,"no"
"3050","P11","Foot",601.591500002542,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,601.591500002542,1,45,"no"
"3051","P11","Foot",2062.27669999862,29,"Female",1,"Left","Lateral","Palmar","135",NA,NA,2062.27669999862,1,135,"no"
"3052","P11","Foot",1613.85130000053,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,1613.85130000053,1,180,"no"
"3053","P11","Foot",1442.3764000021,29,"Female",1,"Right","Down","Palmar","180",NA,NA,1442.3764000021,1,180,"no"
"3054","P11","Foot",758.841999999277,29,"Female",0,"Right","Lateral","Palmar","135",NA,NA,758.841999999277,1,135,"no"
"3055","P11","Foot",900.953399999708,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,900.953399999708,1,0,"no"
"3056","P11","Foot",1012.48389999819,29,"Female",1,"Left","Up","Palmar","0",NA,NA,1012.48389999819,1,0,"no"
"3057","P11","Foot",657.419600000139,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,657.419600000139,1,45,"no"
"3058","P11","Foot",921.023599999899,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,921.023599999899,1,135,"no"
"3059","P11","Foot",862.452800000028,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,862.452800000028,1,45,"no"
"3060","P11","Foot",763.299700000061,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,763.299700000061,1,90,"no"
"3061","P11","Foot",574.376800002938,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,574.376800002938,1,45,"no"
"3062","P11","Foot",1123.44929999745,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1123.44929999745,1,180,"no"
"3063","P11","Foot",1211.76899999773,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,1211.76899999773,1,45,"no"
"3064","P11","Foot",631.835600001068,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,631.835600001068,1,90,"no"
"3065","P11","Foot",723.585799998546,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,723.585799998546,1,135,"no"
"3066","P11","Foot",808.534499999951,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,808.534499999951,1,90,"no"
"3067","P11","Foot",676.490099998773,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,676.490099998773,1,90,"no"
"3068","P11","Foot",940.220500000578,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,940.220500000578,1,45,"no"
"3069","P11","Foot",777.738900000259,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,777.738900000259,1,135,"no"
"3070","P11","Foot",791.603199999372,29,"Female",0,"Left","Lateral","Palmar","135",NA,NA,791.603199999372,1,135,"no"
"3071","P11","Foot",812.007199998334,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,812.007199998334,1,90,"no"
"3072","P11","Foot",645.276799998101,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,645.276799998101,1,45,"no"
"3073","P11","Foot",897.869600001286,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,897.869600001286,1,45,"no"
"3074","P11","Foot",658.149499999126,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,658.149499999126,1,90,"no"
"3075","P11","Foot",1093.93609999825,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,1093.93609999825,1,45,"no"
"3076","P11","Foot",892.467900001066,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,892.467900001066,1,135,"no"
"3077","P11","Foot",930.031899999449,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,930.031899999449,1,45,"no"
"3078","P11","Foot",2582.75679999861,29,"Female",0,"Left","Down","Palmar","180",NA,NA,2582.75679999861,1,180,"no"
"3079","P11","Foot",1011.39340000009,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,1011.39340000009,1,90,"no"
"3080","P11","Foot",1152.6621999983,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1152.6621999983,1,135,"no"
"3081","P11","Foot",584.099300001981,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,584.099300001981,1,45,"no"
"3082","P11","Foot",798.160700000153,29,"Female",1,"Left","Lateral","Palmar","45",NA,NA,798.160700000153,1,45,"no"
"3083","P11","Foot",909.4791000025,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,909.4791000025,1,45,"no"
"3084","P11","Foot",760.046399998828,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,760.046399998828,1,135,"no"
"3085","P11","Foot",589.280500000314,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,589.280500000314,1,45,"no"
"3086","P11","Foot",807.567200001358,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,807.567200001358,1,90,"no"
"3087","P11","Foot",738.5099000021,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,738.5099000021,1,90,"no"
"3088","P11","Foot",2751.78969999979,29,"Female",0,"Right","Lateral","Palmar","90",NA,NA,2751.78969999979,1,90,"no"
"3089","P11","Foot",838.202899998578,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,838.202899998578,1,90,"no"
"3090","P11","Foot",560.813799998868,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,560.813799998868,1,0,"no"
"3091","P11","Foot",788.722199999029,29,"Female",1,"Right","Up","Palmar","0",NA,NA,788.722199999029,1,0,"no"
"3092","P11","Foot",922.830300001806,29,"Female",1,"Left","Lateral","Palmar","90",NA,NA,922.830300001806,1,90,"no"
"3093","P11","Foot",899.99920000264,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,899.99920000264,1,135,"no"
"3094","P11","Foot",566.781300000002,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,566.781300000002,1,0,"no"
"3095","P11","Foot",1539.76809999949,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,1539.76809999949,1,180,"no"
"3096","P11","Foot",1256.76299999759,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,1256.76299999759,1,135,"no"
"3097","P11","Foot",1044.29669999809,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1044.29669999809,1,135,"no"
"3098","P11","Foot",599.221899999975,29,"Female",1,"Left","Up","Palmar","0",NA,NA,599.221899999975,1,0,"no"
"3099","P11","Foot",1137.08799999949,29,"Female",1,"Right","Down","Palmar","180",NA,NA,1137.08799999949,1,180,"no"
"3100","P11","Foot",1045.05499999868,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1045.05499999868,1,180,"no"
"3101","P11","Foot",825.542599999608,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,825.542599999608,1,135,"no"
"3102","P11","Foot",911.615500001062,29,"Female",1,"Right","Up","Palmar","0",NA,NA,911.615500001062,1,0,"no"
"3103","P11","Foot",684.99950000114,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,684.99950000114,1,45,"no"
"3104","P11","Foot",797.176800002489,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,797.176800002489,1,90,"no"
"3105","P11","Foot",790.47139999966,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,790.47139999966,1,135,"no"
"3106","P11","Foot",748.941599998943,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,748.941599998943,1,180,"no"
"3107","P11","Foot",872.657500000059,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,872.657500000059,1,45,"no"
"3108","P11","Foot",863.445599999977,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,863.445599999977,1,135,"no"
"3109","P11","Foot",659.03740000067,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,659.03740000067,1,90,"no"
"3110","P11","Foot",626.339900001767,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,626.339900001767,1,90,"no"
"3111","P11","Foot",550.865400000475,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,550.865400000475,1,0,"no"
"3112","P11","Foot",1035.43960000025,29,"Female",1,"Left","Up","Palmar","0",NA,NA,1035.43960000025,1,0,"no"
"3113","P11","Foot",1271.10929999981,29,"Female",1,"Left","Lateral","Palmar","90",NA,NA,1271.10929999981,1,90,"no"
"3114","P11","Foot",618.196700001135,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,618.196700001135,1,45,"no"
"3115","P11","Foot",962.217399999645,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,962.217399999645,1,135,"no"
"3116","P11","Foot",1070.17699999778,29,"Female",1,"Left","Lateral","Palmar","45",NA,NA,1070.17699999778,1,45,"no"
"3117","P11","Foot",700.251300000673,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,700.251300000673,1,45,"no"
"3118","P11","Foot",947.797300003003,29,"Female",1,"Right","Lateral","Palmar","45",NA,NA,947.797300003003,1,45,"no"
"3119","P11","Foot",1089.74579999995,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1089.74579999995,1,135,"no"
"3120","P11","Foot",863.577800002531,29,"Female",1,"Left","Lateral","Palmar","135",NA,NA,863.577800002531,1,135,"no"
"3121","P11","Foot",686.622699999134,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,686.622699999134,1,135,"no"
"3122","P11","Foot",776.423700001033,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,776.423700001033,1,135,"no"
"3123","P11","Foot",801.303100000951,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,801.303100000951,1,90,"no"
"3124","P11","Foot",597.748899999715,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,597.748899999715,1,45,"no"
"3125","P11","Foot",1031.78910000133,29,"Female",1,"Right","Down","Palmar","180",NA,NA,1031.78910000133,1,180,"no"
"3126","P11","Foot",600.894799998059,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,600.894799998059,1,45,"no"
"3127","P11","Foot",543.802799998957,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,543.802799998957,1,0,"no"
"3128","P11","Foot",823.314599998412,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,823.314599998412,1,90,"no"
"3129","P11","Foot",1122.24020000212,29,"Female",1,"Left","Down","Palmar","180",NA,NA,1122.24020000212,1,180,"no"
"3130","P11","Foot",768.16460000191,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,768.16460000191,1,90,"no"
"3131","P11","Foot",1331.21570000003,29,"Female",1,"Right","Down","Dorsal","180",NA,NA,1331.21570000003,1,180,"no"
"3132","P11","Foot",1028.8976999982,29,"Female",1,"Right","Lateral","Dorsal","135",NA,NA,1028.8976999982,2,135,"no"
"3133","P11","Foot",1044.74040000059,29,"Female",1,"Left","Up","Palmar","0",NA,NA,1044.74040000059,2,0,"no"
"3134","P11","Foot",498.403500001587,29,"Female",1,"Right","Medial","Dorsal","315",NA,NA,498.403500001587,2,45,"no"
"3135","P11","Foot",500.958199998422,29,"Female",1,"Right","Up","Dorsal","0",NA,NA,500.958199998422,2,0,"no"
"3136","P11","Foot",677.716099999088,29,"Female",1,"Left","Lateral","Dorsal","135",NA,NA,677.716099999088,2,135,"no"
"3137","P11","Foot",982.925800002704,29,"Female",1,"Right","Lateral","Palmar","90",NA,NA,982.925800002704,2,90,"no"
"3138","P11","Foot",959.318200002599,29,"Female",1,"Left","Down","Dorsal","180",NA,NA,959.318200002599,2,180,"no"
"3139","P11","Foot",572.017500002403,29,"Female",1,"Right","Medial","Dorsal","270",NA,NA,572.017500002403,2,90,"no"
"3140","P11","Foot",634.814799999731,29,"Female",1,"Right","Medial","Palmar","270",NA,NA,634.814799999731,2,90,"no"
"3141","P11","Foot",502.29279999985,29,"Female",1,"Right","Lateral","Dorsal","45",NA,NA,502.29279999985,2,45,"no"
"3142","P11","Foot",549.153399999341,29,"Female",0,"Right","Down","Dorsal","180",NA,NA,549.153399999341,2,180,"no"
"3143","P11","Foot",1142.30339999995,29,"Female",1,"Right","Lateral","Palmar","135",NA,NA,1142.30339999995,2,135,"no"
"3144","P11","Foot",2015.07430000129,29,"Female",1,"Left","Down","Palmar","180",NA,NA,2015.07430000129,2,180,"no"
"3145","P11","Foot",551.43870000029,29,"Female",1,"Right","Medial","Palmar","315",NA,NA,551.43870000029,2,45,"no"
"3146","P11","Foot",1085.17019999999,29,"Female",0,"Right","Lateral","Palmar","45",NA,NA,1085.17019999999,2,45,"no"
"3147","P11","Foot",896.80109999972,29,"Female",1,"Left","Lateral","Dorsal","45",NA,NA,896.80109999972,2,45,"no"
"3148","P11","Foot",863.068099999509,29,"Female",1,"Left","Medial","Palmar","270",NA,NA,863.068099999509,2,90,"no"
"3149","P11","Foot",638.595700002043,29,"Female",1,"Left","Medial","Palmar","315",NA,NA,638.595700002043,2,45,"no"
"3150","P11","Foot",854.019500002323,29,"Female",1,"Left","Lateral","Palmar","45",NA,NA,854.019500002323,2,45,"no"
"3151","P11","Foot",629.811800001335,29,"Female",1,"Right","Up","Palmar","0",NA,NA,629.811800001335,2,0,"no"
"3152","P11","Foot",817.465700001776,29,"Female",1,"Left","Medial","Dorsal","315",NA,NA,817.465700001776,2,45,"no"
"3153","P11","Foot",817.987499998708,29,"Female",1,"Left","Lateral","Palmar","90",NA,NA,817.987499998708,2,90,"no"
"3154","P11","Foot",971.562900002027,29,"Female",0,"Right","Down","Palmar","180",NA,NA,971.562900002027,2,180,"no"
"3155","P11","Foot",1051.98170000222,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,1051.98170000222,2,90,"no"
"3156","P11","Foot",1154.08190000016,29,"Female",1,"Left","Lateral","Palmar","135",NA,NA,1154.08190000016,2,135,"no"
"3157","P11","Foot",842.048999998951,29,"Female",1,"Right","Medial","Dorsal","225",NA,NA,842.048999998951,2,135,"no"
"3158","P11","Foot",620.509799999127,29,"Female",1,"Right","Lateral","Dorsal","90",NA,NA,620.509799999127,2,90,"no"
"3159","P11","Foot",777.870600002643,29,"Female",1,"Left","Medial","Dorsal","225",NA,NA,777.870600002643,2,135,"no"
"3160","P11","Foot",632.161200002884,29,"Female",1,"Left","Up","Dorsal","0",NA,NA,632.161200002884,2,0,"no"
"3161","P11","Foot",1149.81170000101,29,"Female",1,"Left","Medial","Palmar","225",NA,NA,1149.81170000101,2,135,"no"
"3162","P11","Foot",805.44209999789,29,"Female",1,"Left","Medial","Dorsal","270",NA,NA,805.44209999789,2,90,"no"
"3163","P11","Foot",555.165799996757,29,"Female",1,"Right","Medial","Palmar","225",NA,NA,555.165799996757,2,135,"no"
"3164","P11","Foot",810.601299999689,29,"Female",1,"Left","Lateral","Dorsal","90",NA,NA,810.601299999689,2,90,"no"
